"Id","activity_date","total_steps","calories","very_active_min","fairly_active_min","lightly_active_min","sedentary_min","total_minutes_asleep","total_time_in_bed","minutes_awake_in_bed","hours_asleep","sleep_category"
4702921684,"4/15/2016",6506,2896,1,8,256,944,253,257,4,4.22,Insufficient Sleep (<6h)
4702921684,"4/16/2016",11140,3328,3,24,335,556,382,406,24,6.37,Moderate Sleep (6-7h)
4702921684,"4/17/2016",12692,3394,12,66,302,437,591,612,21,9.85,Adequate Sleep (7h+)
4702921684,"4/18/2016",9105,3013,22,30,191,890,293,312,19,4.88,Insufficient Sleep (<6h)
4702921684,"4/19/2016",6708,2812,10,8,179,757,457,487,30,7.62,Adequate Sleep (7h+)
4702921684,"4/20/2016",8793,3061,2,29,260,717,454,468,14,7.57,Adequate Sleep (7h+)
4702921684,"4/21/2016",6530,2729,4,41,144,901,425,434,9,7.08,Adequate Sleep (7h+)
4702921684,"4/23/2016",15126,3691,9,66,408,469,465,475,10,7.75,Adequate Sleep (7h+)
4702921684,"4/24/2016",15050,3538,15,95,281,542,480,506,26,8.0,Adequate Sleep (7h+)
4702921684,"4/25/2016",9167,3064,6,15,270,730,370,380,10,6.17,Moderate Sleep (6-7h)
4702921684,"4/26/2016",6108,2784,1,8,216,765,421,429,8,7.02,Adequate Sleep (7h+)
4702921684,"4/27/2016",7047,2908,1,16,238,733,432,449,17,7.2,Adequate Sleep (7h+)
4702921684,"4/28/2016",9023,3033,14,9,232,738,442,461,19,7.37,Adequate Sleep (7h+)
4702921684,"4/29/2016",9930,3165,12,19,267,692,433,447,14,7.22,Adequate Sleep (7h+)
4702921684,"4/30/2016",10144,3115,4,36,263,728,479,501,22,7.98,Adequate Sleep (7h+)
4702921684,"5/10/2016",10613,3172,1,37,262,701,416,431,15,6.93,Moderate Sleep (6-7h)
4702921684,"5/11/2016",9810,3069,10,41,235,784,354,366,12,5.9,Insufficient Sleep (<6h)
4702921684,"5/3/2016",9454,3145,0,0,313,729,327,373,46,5.45,Insufficient Sleep (<6h)
4702921684,"5/4/2016",8161,3004,4,15,251,757,412,434,22,6.87,Moderate Sleep (6-7h)
4702921684,"5/5/2016",8614,3006,8,5,241,745,414,428,14,6.9,Moderate Sleep (6-7h)
4702921684,"5/6/2016",6943,2859,1,16,207,682,404,449,45,6.73,Moderate Sleep (6-7h)
4702921684,"5/7/2016",14370,3683,5,46,439,577,520,543,23,8.67,Adequate Sleep (7h+)
4702921684,"5/9/2016",8232,2990,0,12,253,746,435,458,23,7.25,Adequate Sleep (7h+)
5553957443,"4/12/2016",11596,2026,19,13,277,767,441,464,23,7.35,Adequate Sleep (7h+)
5553957443,"4/13/2016",4832,1718,0,0,226,647,455,488,33,7.58,Adequate Sleep (7h+)
5553957443,"4/14/2016",17022,2324,61,41,256,693,357,418,61,5.95,Insufficient Sleep (<6h)
5553957443,"4/15/2016",16556,2254,58,38,239,689,377,409,32,6.28,Moderate Sleep (6-7h)
5553957443,"4/16/2016",5771,1831,0,0,288,521,651,686,35,10.85,Adequate Sleep (7h+)
5553957443,"4/17/2016",655,1397,0,0,46,943,350,402,52,5.83,Insufficient Sleep (<6h)
5553957443,"4/18/2016",3727,1683,0,0,206,622,520,541,21,8.67,Adequate Sleep (7h+)
5553957443,"4/19/2016",15482,2284,69,28,249,756,357,410,53,5.95,Insufficient Sleep (<6h)
5553957443,"4/20/2016",2713,1570,0,0,148,598,658,678,20,10.97,Adequate Sleep (7h+)
5553957443,"4/21/2016",12346,2066,47,42,177,801,399,431,32,6.65,Moderate Sleep (6-7h)
5553957443,"4/22/2016",11682,2105,25,16,270,781,322,353,31,5.37,Insufficient Sleep (<6h)
5553957443,"4/23/2016",4112,1776,0,0,272,443,631,725,94,10.52,Adequate Sleep (7h+)
5553957443,"4/24/2016",1807,1507,0,0,104,582,553,640,87,9.22,Adequate Sleep (7h+)
5553957443,"4/25/2016",10946,2033,51,11,201,732,433,468,35,7.22,Adequate Sleep (7h+)
5553957443,"4/26/2016",11886,2093,40,18,238,750,412,453,41,6.87,Moderate Sleep (6-7h)
5553957443,"4/27/2016",10538,1922,16,16,206,745,347,391,44,5.78,Insufficient Sleep (<6h)
5553957443,"4/28/2016",11393,1999,49,13,165,727,421,457,36,7.02,Adequate Sleep (7h+)
5553957443,"4/29/2016",12764,2169,46,15,270,709,450,495,45,7.5,Adequate Sleep (7h+)
5553957443,"4/30/2016",1202,1463,0,0,84,506,775,843,68,12.92,Adequate Sleep (7h+)
5553957443,"5/1/2016",5164,1747,0,0,237,436,622,686,64,10.37,Adequate Sleep (7h+)
5553957443,"5/10/2016",16358,2335,61,40,265,707,418,443,25,6.97,Moderate Sleep (6-7h)
5553957443,"5/11/2016",4926,1693,0,0,195,628,463,486,23,7.72,Adequate Sleep (7h+)
5553957443,"5/2/2016",9769,1996,23,9,227,724,409,471,62,6.82,Moderate Sleep (6-7h)
5553957443,"5/3/2016",12848,2116,26,29,247,812,380,429,49,6.33,Moderate Sleep (6-7h)
5553957443,"5/4/2016",4249,1698,0,0,224,651,447,470,23,7.45,Adequate Sleep (7h+)
5553957443,"5/5/2016",14331,2156,44,29,241,692,419,464,45,6.98,Moderate Sleep (6-7h)
5553957443,"5/6/2016",9632,1916,21,9,229,761,400,434,34,6.67,Moderate Sleep (6-7h)
5553957443,"5/7/2016",1868,1494,0,0,96,902,442,470,28,7.37,Adequate Sleep (7h+)
5553957443,"5/8/2016",6083,1762,3,8,210,505,568,608,40,9.47,Adequate Sleep (7h+)
5553957443,"5/9/2016",11611,2272,59,22,251,667,453,494,41,7.55,Adequate Sleep (7h+)
5577150313,"4/12/2016",8135,3405,86,16,140,728,419,438,19,6.98,Moderate Sleep (6-7h)
5577150313,"4/13/2016",5077,2551,15,11,144,776,432,458,26,7.2,Adequate Sleep (7h+)
5577150313,"4/14/2016",8596,4022,118,30,176,662,477,497,20,7.95,Adequate Sleep (7h+)
5577150313,"4/15/2016",12087,4005,115,54,199,695,392,413,21,6.53,Moderate Sleep (6-7h)
5577150313,"4/16/2016",14269,4274,184,56,158,472,406,445,39,6.77,Moderate Sleep (6-7h)
5577150313,"4/17/2016",12231,4552,200,37,159,525,549,583,34,9.15,Adequate Sleep (7h+)
5577150313,"4/18/2016",9893,3625,114,32,130,623,527,553,26,8.78,Adequate Sleep (7h+)
5577150313,"4/19/2016",12574,3501,108,23,111,733,449,465,16,7.48,Adequate Sleep (7h+)
5577150313,"4/20/2016",8330,3192,87,16,113,773,447,480,33,7.45,Adequate Sleep (7h+)
5577150313,"4/21/2016",10830,4018,110,74,175,670,414,437,23,6.9,Moderate Sleep (6-7h)
5577150313,"4/22/2016",9172,3329,62,30,200,823,338,366,28,5.63,Insufficient Sleep (<6h)
5577150313,"4/23/2016",7638,3152,24,24,223,627,384,402,18,6.4,Moderate Sleep (6-7h)
5577150313,"4/24/2016",15764,4392,210,65,141,425,543,615,72,9.05,Adequate Sleep (7h+)
5577150313,"4/25/2016",6393,3374,61,38,214,743,421,461,40,7.02,Adequate Sleep (7h+)
5577150313,"4/26/2016",5325,3088,38,32,181,759,354,377,23,5.9,Insufficient Sleep (<6h)
5577150313,"4/27/2016",6805,3294,63,16,190,773,424,452,28,7.07,Adequate Sleep (7h+)
5577150313,"4/28/2016",9841,3580,99,51,141,692,361,372,11,6.02,Moderate Sleep (6-7h)
5577150313,"4/29/2016",7924,3544,97,36,165,739,459,485,26,7.65,Adequate Sleep (7h+)
5577150313,"4/30/2016",12363,4501,207,45,163,621,412,433,21,6.87,Moderate Sleep (6-7h)
5577150313,"5/1/2016",13368,4546,194,72,178,499,379,398,19,6.32,Moderate Sleep (6-7h)
5577150313,"5/10/2016",8869,3841,104,37,194,639,504,562,58,8.4,Adequate Sleep (7h+)
5577150313,"5/2/2016",7439,3014,37,20,235,732,525,553,28,8.75,Adequate Sleep (7h+)
5577150313,"5/3/2016",11045,3795,97,8,212,580,508,543,35,8.47,Adequate Sleep (7h+)
5577150313,"5/4/2016",5206,2755,25,9,141,631,603,634,31,10.05,Adequate Sleep (7h+)
5577150313,"5/5/2016",7550,3004,45,21,143,1153,74,78,4,1.23,Insufficient Sleep (<6h)
6117666160,"4/16/2016",14450,2828,7,15,518,502,380,398,18,6.33,Moderate Sleep (6-7h)
6117666160,"4/17/2016",7150,2225,0,0,312,702,336,350,14,5.6,Insufficient Sleep (<6h)
6117666160,"4/18/2016",5153,2018,0,0,241,759,493,510,17,8.22,Adequate Sleep (7h+)
6117666160,"4/19/2016",11135,2606,0,0,480,425,465,492,27,7.75,Adequate Sleep (7h+)
6117666160,"4/20/2016",10449,2536,26,10,349,587,474,502,28,7.9,Adequate Sleep (7h+)
6117666160,"4/21/2016",19542,4900,11,19,294,579,508,550,42,8.47,Adequate Sleep (7h+)
6117666160,"4/22/2016",8206,2409,0,0,402,413,480,546,66,8.0,Adequate Sleep (7h+)
6117666160,"4/23/2016",11495,2651,0,0,512,468,492,539,47,8.2,Adequate Sleep (7h+)
6117666160,"4/24/2016",7623,2305,0,0,362,711,353,367,14,5.88,Insufficient Sleep (<6h)
6117666160,"4/27/2016",9411,2576,0,0,458,417,542,557,15,9.03,Adequate Sleep (7h+)
6117666160,"4/28/2016",3403,1879,0,0,141,758,393,416,23,6.55,Moderate Sleep (6-7h)
6117666160,"4/29/2016",9592,2560,0,0,461,479,600,636,36,10.0,Adequate Sleep (7h+)
6117666160,"5/1/2016",8915,2361,0,0,397,525,507,575,68,8.45,Adequate Sleep (7h+)
6117666160,"5/5/2016",9799,2636,0,0,487,479,392,415,23,6.53,Moderate Sleep (6-7h)
6117666160,"5/6/2016",3365,1838,0,0,133,673,658,698,40,10.97,Adequate Sleep (7h+)
6117666160,"5/7/2016",7336,2469,0,0,412,456,498,507,9,8.3,Adequate Sleep (7h+)
6117666160,"5/8/2016",7328,2250,0,0,318,517,555,603,48,9.25,Adequate Sleep (7h+)
6775888955,"4/13/2016",4053,2400,17,18,85,1053,235,260,25,3.92,Insufficient Sleep (<6h)
6775888955,"4/14/2016",5162,2507,14,24,105,863,423,441,18,7.05,Adequate Sleep (7h+)
6775888955,"4/15/2016",1282,2127,0,0,58,976,391,406,15,6.52,Moderate Sleep (6-7h)
6962181067,"4/12/2016",10199,1994,50,14,189,796,366,387,21,6.1,Moderate Sleep (6-7h)
6962181067,"4/13/2016",5652,1718,8,24,142,548,630,679,49,10.5,Adequate Sleep (7h+)
6962181067,"4/14/2016",1551,1466,0,0,86,862,508,535,27,8.47,Adequate Sleep (7h+)
6962181067,"4/15/2016",5563,1756,0,0,217,837,370,386,16,6.17,Moderate Sleep (6-7h)
6962181067,"4/16/2016",13217,2173,50,3,280,741,357,366,9,5.95,Insufficient Sleep (<6h)
6962181067,"4/17/2016",10145,2027,5,13,295,634,427,446,19,7.12,Adequate Sleep (7h+)
6962181067,"4/18/2016",11404,2039,13,42,238,689,442,458,16,7.37,Adequate Sleep (7h+)
6962181067,"4/19/2016",10742,2046,35,41,195,659,476,535,59,7.93,Adequate Sleep (7h+)
6962181067,"4/20/2016",13928,2174,48,4,297,639,418,424,6,6.97,Moderate Sleep (6-7h)
6962181067,"4/21/2016",11835,2179,53,27,214,708,451,457,6,7.52,Adequate Sleep (7h+)
6962181067,"4/22/2016",10725,2086,30,33,240,659,425,435,10,7.08,Adequate Sleep (7h+)
6962181067,"4/23/2016",20031,2571,58,41,347,484,528,546,18,8.8,Adequate Sleep (7h+)
6962181067,"4/24/2016",5029,1705,0,0,199,720,511,514,3,8.52,Adequate Sleep (7h+)
6962181067,"4/25/2016",13239,2194,35,31,282,637,400,415,15,6.67,Moderate Sleep (6-7h)
6962181067,"4/26/2016",10433,2012,36,7,254,680,441,446,5,7.35,Adequate Sleep (7h+)
6962181067,"4/27/2016",10320,2034,7,38,279,697,455,467,12,7.58,Adequate Sleep (7h+)
6962181067,"4/28/2016",12627,2182,38,8,288,621,440,453,13,7.33,Adequate Sleep (7h+)
6962181067,"4/29/2016",10762,2254,12,15,369,645,433,447,14,7.22,Adequate Sleep (7h+)
6962181067,"4/30/2016",10081,2002,32,16,237,731,422,424,2,7.03,Adequate Sleep (7h+)
6962181067,"5/1/2016",5454,1740,0,0,215,722,411,426,15,6.85,Moderate Sleep (6-7h)
6962181067,"5/10/2016",15448,2361,62,34,275,626,469,481,12,7.82,Adequate Sleep (7h+)
6962181067,"5/11/2016",6722,1855,24,7,199,709,452,480,28,7.53,Adequate Sleep (7h+)
6962181067,"5/2/2016",12912,2162,18,39,313,655,466,482,16,7.77,Adequate Sleep (7h+)
6962181067,"5/3/2016",12109,2072,21,36,267,654,394,418,24,6.57,Moderate Sleep (6-7h)
6962181067,"5/4/2016",10147,2086,15,36,284,683,442,455,13,7.37,Adequate Sleep (7h+)
6962181067,"5/5/2016",10524,2066,14,22,305,591,467,491,24,7.78,Adequate Sleep (7h+)
6962181067,"5/6/2016",5908,1850,0,0,299,717,443,462,19,7.38,Adequate Sleep (7h+)
6962181067,"5/7/2016",6815,1947,0,0,328,745,298,334,36,4.97,Insufficient Sleep (<6h)
6962181067,"5/8/2016",4188,1659,0,14,151,709,541,569,28,9.02,Adequate Sleep (7h+)
6962181067,"5/9/2016",12342,2105,43,21,231,607,489,497,8,8.15,Adequate Sleep (7h+)
7007744171,"4/16/2016",4631,2076,0,0,203,1155,79,82,3,1.32,Insufficient Sleep (<6h)
7007744171,"5/1/2016",5600,2225,0,0,237,1142,58,61,3,0.97,Insufficient Sleep (<6h)
7086361926,"4/12/2016",11317,2772,59,6,153,745,514,525,11,8.57,Adequate Sleep (7h+)
7086361926,"4/13/2016",5813,2516,31,26,155,744,451,465,14,7.52,Adequate Sleep (7h+)
7086361926,"4/14/2016",9123,2734,35,32,189,787,472,476,4,7.87,Adequate Sleep (7h+)
7086361926,"4/15/2016",8585,2395,30,21,139,864,377,386,9,6.28,Moderate Sleep (6-7h)
7086361926,"4/19/2016",10688,2944,67,69,124,671,472,483,11,7.87,Adequate Sleep (7h+)
7086361926,"4/20/2016",14365,2997,87,13,145,797,492,502,10,8.2,Adequate Sleep (7h+)
7086361926,"4/21/2016",9469,2463,19,6,206,758,390,411,21,6.5,Moderate Sleep (6-7h)
7086361926,"4/22/2016",9753,2846,58,59,153,762,428,448,20,7.13,Adequate Sleep (7h+)
7086361926,"4/24/2016",3520,2049,0,0,125,566,681,704,23,11.35,Adequate Sleep (7h+)
7086361926,"4/25/2016",10091,2752,69,39,129,706,446,447,1,7.43,Adequate Sleep (7h+)
7086361926,"4/26/2016",10387,2781,70,33,132,726,485,500,15,8.08,Adequate Sleep (7h+)
7086361926,"4/27/2016",11107,2693,55,6,145,829,469,479,10,7.82,Adequate Sleep (7h+)
7086361926,"4/28/2016",11584,2862,54,48,161,810,354,367,13,5.9,Insufficient Sleep (<6h)
7086361926,"4/30/2016",14560,2995,42,17,308,584,485,489,4,8.08,Adequate Sleep (7h+)
7086361926,"5/1/2016",12390,2730,30,15,258,685,388,407,19,6.47,Moderate Sleep (6-7h)
7086361926,"5/11/2016",9572,2735,57,40,128,757,451,463,12,7.52,Adequate Sleep (7h+)
7086361926,"5/2/2016",10052,2754,66,26,139,737,440,459,19,7.33,Adequate Sleep (7h+)
7086361926,"5/3/2016",10288,2754,57,36,152,761,456,461,5,7.6,Adequate Sleep (7h+)
7086361926,"5/4/2016",10988,2655,45,12,135,843,420,436,16,7.0,Adequate Sleep (7h+)
7086361926,"5/6/2016",12461,2924,84,35,154,834,322,333,11,5.37,Insufficient Sleep (<6h)
7086361926,"5/7/2016",12827,2739,20,42,209,621,530,548,18,8.83,Adequate Sleep (7h+)
7086361926,"5/8/2016",10677,2534,32,27,147,695,481,510,29,8.02,Adequate Sleep (7h+)
7086361926,"5/9/2016",13566,2960,67,50,171,743,427,438,11,7.12,Adequate Sleep (7h+)
8053475328,"4/20/2016",15108,3043,89,5,158,695,486,493,7,8.1,Adequate Sleep (7h+)
8053475328,"4/23/2016",22359,3554,125,14,223,741,331,337,6,5.52,Insufficient Sleep (<6h)
8053475328,"5/7/2016",19769,3331,121,20,148,1076,74,75,1,1.23,Insufficient Sleep (<6h)
8378563200,"4/12/2016",7626,3635,65,15,156,723,338,356,18,5.63,Insufficient Sleep (<6h)
8378563200,"4/13/2016",12386,4079,116,14,169,680,447,487,40,7.45,Adequate Sleep (7h+)
8378563200,"4/14/2016",13318,4163,123,21,174,699,424,455,31,7.07,Adequate Sleep (7h+)
8378563200,"4/15/2016",14461,3666,60,23,190,729,513,533,20,8.55,Adequate Sleep (7h+)
8378563200,"4/16/2016",11207,3363,64,21,142,563,611,689,78,10.18,Adequate Sleep (7h+)
8378563200,"4/17/2016",2132,2572,0,0,93,599,525,591,66,8.75,Adequate Sleep (7h+)
8378563200,"4/18/2016",13630,4157,117,10,174,720,398,451,53,6.63,Moderate Sleep (6-7h)
8378563200,"4/19/2016",13070,4092,120,19,154,737,387,421,34,6.45,Moderate Sleep (6-7h)
8378563200,"4/20/2016",9388,3787,82,8,169,763,381,409,28,6.35,Moderate Sleep (6-7h)
8378563200,"4/21/2016",15148,4236,137,16,145,677,396,417,21,6.6,Moderate Sleep (6-7h)
8378563200,"4/22/2016",12200,4044,113,12,159,769,441,469,28,7.35,Adequate Sleep (7h+)
8378563200,"4/23/2016",5709,2908,19,10,136,740,565,591,26,9.42,Adequate Sleep (7h+)
8378563200,"4/24/2016",3703,2741,0,0,135,734,458,492,34,7.63,Adequate Sleep (7h+)
8378563200,"4/25/2016",12405,4005,117,16,141,692,388,402,14,6.47,Moderate Sleep (6-7h)
8378563200,"4/26/2016",16208,3763,90,18,161,593,550,584,34,9.17,Adequate Sleep (7h+)
8378563200,"4/27/2016",7359,3061,4,4,192,676,531,600,69,8.85,Adequate Sleep (7h+)
8378563200,"4/28/2016",5417,2884,11,10,139,711,506,556,50,8.43,Adequate Sleep (7h+)
8378563200,"4/29/2016",6175,2982,3,7,172,767,527,562,35,8.78,Adequate Sleep (7h+)
8378563200,"4/30/2016",2946,2660,0,0,121,780,468,555,87,7.8,Adequate Sleep (7h+)
8378563200,"5/1/2016",11419,3369,71,10,127,669,475,539,64,7.92,Adequate Sleep (7h+)
8378563200,"5/10/2016",6582,3586,63,13,152,840,342,391,49,5.7,Insufficient Sleep (<6h)
8378563200,"5/11/2016",9143,3788,72,10,184,763,368,387,19,6.13,Moderate Sleep (6-7h)
8378563200,"5/12/2016",4561,1976,8,6,102,433,496,546,50,8.27,Adequate Sleep (7h+)
8378563200,"5/2/2016",6064,3491,63,4,142,802,351,385,34,5.85,Insufficient Sleep (<6h)
8378563200,"5/3/2016",8712,3784,71,20,195,822,405,429,24,6.75,Moderate Sleep (6-7h)
8378563200,"5/4/2016",7875,3110,19,10,167,680,441,477,36,7.35,Adequate Sleep (7h+)
8378563200,"5/5/2016",8567,3783,66,3,214,764,381,417,36,6.35,Moderate Sleep (6-7h)
8378563200,"5/6/2016",7045,3644,74,5,166,831,323,355,32,5.38,Insufficient Sleep (<6h)
8378563200,"5/7/2016",4468,2799,0,0,158,851,459,513,54,7.65,Adequate Sleep (7h+)
8378563200,"5/8/2016",2943,2685,0,0,139,621,545,606,61,9.08,Adequate Sleep (7h+)
8378563200,"5/9/2016",8382,3721,71,13,171,772,359,399,40,5.98,Insufficient Sleep (<6h)
8792009665,"4/12/2016",2564,2044,0,0,116,831,458,493,35,7.63,Adequate Sleep (7h+)
8792009665,"4/13/2016",1320,1934,0,0,82,806,531,552,21,8.85,Adequate Sleep (7h+)
8792009665,"4/14/2016",1219,1963,0,0,84,853,486,503,17,8.1,Adequate Sleep (7h+)
8792009665,"4/15/2016",2483,2009,0,0,126,937,363,377,14,6.05,Moderate Sleep (6-7h)
8792009665,"4/20/2016",3147,2188,0,10,139,744,528,547,19,8.8,Adequate Sleep (7h+)
8792009665,"4/22/2016",4068,2419,1,20,195,817,391,407,16,6.52,Moderate Sleep (6-7h)
8792009665,"4/23/2016",5245,2748,8,45,232,795,339,360,21,5.65,Insufficient Sleep (<6h)
8792009665,"4/27/2016",1758,2067,0,0,112,900,423,428,5,7.05,Adequate Sleep (7h+)
8792009665,"4/28/2016",6157,2780,0,0,310,714,402,416,14,6.7,Moderate Sleep (6-7h)
8792009665,"4/29/2016",8360,3101,6,14,380,634,398,406,8,6.63,Moderate Sleep (6-7h)
8792009665,"4/30/2016",7174,2896,10,20,301,749,343,360,17,5.72,Insufficient Sleep (<6h)
8792009665,"5/1/2016",1619,1962,0,0,79,834,503,527,24,8.38,Adequate Sleep (7h+)
8792009665,"5/2/2016",1831,2015,0,0,101,916,415,423,8,6.92,Moderate Sleep (6-7h)
8792009665,"5/3/2016",2421,2297,0,0,156,739,516,545,29,8.6,Adequate Sleep (7h+)
8792009665,"5/4/2016",2283,2067,0,0,129,848,439,463,24,7.32,Adequate Sleep (7h+)
